Date,Open,High,Low,Close,Adj Close,Volume
2018-11-06,5.820000,5.820000,5.820000,5.820000,5.820000,0
2018-11-07,5.820000,5.820000,5.820000,5.820000,5.820000,0
2018-11-08,5.820000,5.820000,5.820000,5.820000,5.820000,0
2018-11-09,5.820000,5.820000,5.820000,5.820000,5.820000,0
2018-11-12,5.820000,5.820000,5.820000,5.820000,5.820000,0
2018-11-13,5.820000,5.820000,5.820000,5.820000,5.820000,0
2018-11-14,5.820000,5.820000,5.820000,5.820000,5.820000,0
2018-11-15,5.820000,5.820000,5.820000,5.820000,5.820000,0
2018-11-16,5.820000,5.820000,5.820000,5.820000,5.820000,0
2018-11-19,5.820000,5.820000,5.820000,5.820000,5.820000,0
2018-11-20,5.820000,5.820000,5.820000,5.820000,5.820000,0
2018-11-21,5.820000,5.820000,5.820000,5.820000,5.820000,0
2018-11-22,5.190000,5.190000,5.190000,5.190000,5.190000,634000
2018-11-23,4.670000,4.670000,4.670000,4.670000,4.670000,619100
2018-11-26,4.200000,4.590000,4.200000,4.220000,4.220000,90136091
2018-11-27,4.050000,4.210000,4.030000,4.160000,4.160000,60830198
2018-11-28,4.130000,4.330000,4.100000,4.250000,4.250000,55551317
2018-11-29,4.230000,4.280000,4.140000,4.170000,4.170000,40198172
2018-11-30,4.140000,4.200000,3.830000,4.100000,4.100000,35284191
2018-12-03,4.180000,4.380000,4.100000,4.270000,4.270000,51681013
2018-12-04,4.240000,4.380000,4.200000,4.340000,4.340000,45803256
2018-12-05,4.220000,4.320000,4.190000,4.280000,4.280000,27656032
2018-12-06,4.320000,4.710000,4.320000,4.710000,4.710000,34132874
2018-12-07,4.770000,4.990000,4.500000,4.500000,4.500000,80290025
2018-12-10,4.360000,4.450000,4.250000,4.320000,4.320000,36605972
2018-12-11,4.400000,4.750000,4.380000,4.750000,4.750000,20028986
2018-12-12,4.810000,4.810000,4.550000,4.580000,4.580000,65581558
2018-12-13,4.590000,4.740000,4.520000,4.660000,4.660000,36901046
2018-12-14,4.680000,4.680000,4.340000,4.500000,4.500000,33906000
2018-12-17,4.500000,4.500000,4.280000,4.420000,4.420000,22217466
2018-12-18,4.370000,4.380000,4.250000,4.320000,4.320000,19841092
2018-12-19,4.400000,4.750000,4.400000,4.470000,4.470000,41831705
2018-12-20,4.400000,4.500000,4.320000,4.470000,4.470000,28752504
2018-12-21,4.420000,4.550000,4.340000,4.410000,4.410000,27426500
2018-12-24,4.400000,4.430000,4.200000,4.310000,4.310000,18241556
2018-12-25,4.220000,4.220000,3.950000,4.120000,4.120000,24724385
2018-12-26,4.090000,4.240000,4.090000,4.130000,4.130000,15682753
2018-12-27,4.190000,4.240000,3.980000,3.980000,3.980000,16227591
2018-12-28,4.010000,4.070000,3.940000,3.940000,3.940000,10541100
2019-01-02,3.990000,4.010000,3.900000,3.950000,3.950000,9333900
2019-01-03,4.000000,4.350000,3.980000,4.350000,4.350000,19462817
2019-01-04,4.380000,4.520000,4.190000,4.440000,4.440000,59772614
2019-01-07,4.340000,4.530000,4.230000,4.470000,4.470000,43356188
2019-01-08,4.370000,4.450000,4.290000,4.310000,4.310000,29036421
2019-01-09,4.300000,4.340000,4.240000,4.320000,4.320000,24578400
2019-01-10,4.290000,4.330000,4.230000,4.250000,4.250000,15577200
2019-01-11,4.250000,4.350000,4.250000,4.280000,4.280000,15770902
2019-01-14,4.300000,4.320000,4.150000,4.170000,4.170000,15858781
2019-01-15,4.130000,4.190000,4.080000,4.190000,4.190000,15179600
2019-01-16,4.190000,4.350000,4.150000,4.190000,4.190000,19528800
2019-01-17,4.170000,4.260000,4.050000,4.230000,4.230000,17179734
2019-01-18,4.200000,4.500000,4.200000,4.320000,4.320000,32728568
2019-01-21,4.270000,4.400000,4.240000,4.290000,4.290000,16679304
2019-01-22,4.280000,4.280000,4.130000,4.150000,4.150000,14893189
2019-01-23,4.120000,4.170000,4.090000,4.150000,4.150000,7771200
2019-01-24,4.130000,4.200000,4.060000,4.130000,4.130000,12618366
2019-01-25,4.140000,4.150000,4.030000,4.030000,4.030000,11491300
2019-01-28,4.040000,4.060000,3.850000,3.870000,3.870000,15962400
2019-01-29,3.880000,3.900000,3.510000,3.680000,3.680000,15813421
2019-01-30,3.310000,3.460000,3.310000,3.320000,3.320000,27826860
2019-01-31,3.320000,3.450000,3.300000,3.380000,3.380000,15406660
2019-02-01,3.380000,3.490000,3.370000,3.470000,3.470000,7861983
2019-02-11,3.480000,3.650000,3.470000,3.600000,3.600000,8347281
2019-02-12,3.630000,3.670000,3.550000,3.620000,3.620000,9300740
2019-02-13,3.620000,3.700000,3.580000,3.680000,3.680000,10981968
2019-02-14,3.670000,3.710000,3.620000,3.670000,3.670000,12003248
2019-02-15,3.640000,3.770000,3.640000,3.660000,3.660000,12785887
2019-02-18,3.720000,3.840000,3.680000,3.810000,3.810000,16027504
2019-02-19,3.930000,4.190000,3.910000,4.190000,4.190000,50955073
2019-02-20,4.130000,4.130000,4.000000,4.090000,4.090000,44677185
2019-02-21,4.020000,4.090000,3.990000,4.010000,4.010000,28562140
2019-02-22,4.020000,4.100000,3.970000,4.100000,4.100000,25531101
2019-02-25,4.050000,4.270000,4.020000,4.270000,4.270000,44044333
2019-02-26,4.230000,4.390000,4.100000,4.220000,4.220000,43285229
2019-02-27,4.200000,4.350000,4.110000,4.190000,4.190000,31830604
2019-02-28,4.170000,4.330000,4.170000,4.320000,4.320000,29643205
2019-03-01,4.320000,4.340000,4.150000,4.220000,4.220000,26619385
2019-03-04,4.230000,4.340000,4.200000,4.260000,4.260000,33853850
2019-03-05,4.260000,4.460000,4.200000,4.440000,4.440000,45359766
2019-03-06,4.490000,4.760000,4.340000,4.610000,4.610000,55423811
2019-03-07,4.550000,5.070000,4.510000,4.880000,4.880000,58167778
2019-03-08,4.700000,4.820000,4.400000,4.420000,4.420000,48049261
2019-03-11,4.440000,4.710000,4.410000,4.650000,4.650000,28213011
2019-03-12,4.690000,5.100000,4.660000,4.840000,4.840000,52855910
2019-03-13,4.780000,4.820000,4.530000,4.610000,4.610000,31244370
2019-03-14,4.550000,4.620000,4.260000,4.390000,4.390000,25284804
2019-03-15,4.400000,4.500000,4.380000,4.380000,4.380000,16718820
2019-03-18,4.420000,4.640000,4.410000,4.580000,4.580000,19394040
2019-03-19,4.580000,4.650000,4.500000,4.570000,4.570000,17777596
2019-03-20,4.670000,4.670000,4.470000,4.670000,4.670000,21955580
2019-03-21,4.690000,4.780000,4.610000,4.720000,4.720000,26794160
2019-03-22,4.740000,4.740000,4.510000,4.660000,4.660000,20958438
2019-03-25,4.550000,4.590000,4.510000,4.510000,4.510000,16399860
2019-03-26,4.500000,4.540000,4.300000,4.320000,4.320000,18282700
2019-03-27,4.340000,4.360000,4.180000,4.320000,4.320000,13203903
2019-03-28,4.280000,4.340000,4.190000,4.200000,4.200000,10857920
2019-03-29,4.210000,4.310000,4.130000,4.300000,4.300000,12003122
2019-04-01,4.260000,4.650000,4.250000,4.500000,4.500000,25343270
2019-04-02,4.520000,4.520000,4.410000,4.450000,4.450000,17980443
2019-04-03,4.460000,4.900000,4.380000,4.900000,4.900000,72388135
2019-04-04,4.910000,5.150000,4.730000,5.020000,5.020000,96299675
2019-04-08,5.070000,5.090000,4.800000,4.880000,4.880000,59813188
2019-04-09,4.820000,4.850000,4.700000,4.820000,4.820000,28256854
2019-04-10,4.780000,4.900000,4.700000,4.830000,4.830000,25377778
2019-04-11,4.800000,4.840000,4.670000,4.680000,4.680000,19482203
2019-04-12,4.680000,4.740000,4.610000,4.740000,4.740000,13826704
2019-04-15,4.780000,4.970000,4.740000,4.850000,4.850000,29211790
2019-04-16,4.800000,4.890000,4.700000,4.880000,4.880000,23502141
2019-04-17,4.860000,4.950000,4.820000,4.840000,4.840000,22577563
2019-04-18,4.810000,4.830000,4.680000,4.690000,4.690000,19408900
2019-04-19,4.690000,4.740000,4.640000,4.700000,4.700000,12670000
2019-04-22,4.730000,4.740000,4.520000,4.540000,4.540000,16818124
2019-04-23,4.540000,4.560000,4.360000,4.410000,4.410000,14241003
2019-04-24,4.420000,4.570000,4.370000,4.560000,4.560000,13291982
2019-04-25,4.520000,4.610000,4.300000,4.300000,4.300000,15013218
2019-04-26,4.270000,4.280000,4.090000,4.140000,4.140000,13688757
2019-05-06,3.880000,3.940000,3.620000,3.740000,3.740000,14207291
2019-05-07,3.770000,3.830000,3.710000,3.770000,3.770000,6744597
2019-05-08,3.710000,3.820000,3.610000,3.720000,3.720000,7575322
2019-05-09,3.720000,3.770000,3.700000,3.730000,3.730000,4988100
2019-05-10,3.750000,3.850000,3.710000,3.840000,3.840000,10805367
2019-05-13,3.790000,3.840000,3.740000,3.770000,3.770000,6151267
2019-05-14,3.720000,3.770000,3.660000,3.700000,3.700000,5529900
2019-05-15,3.750000,3.800000,3.710000,3.780000,3.780000,5728808
2019-05-16,3.790000,3.840000,3.780000,3.830000,3.830000,6699717
2019-05-17,3.850000,3.860000,3.540000,3.590000,3.590000,11371312
2019-05-20,3.580000,3.690000,3.580000,3.630000,3.630000,6411095
2019-05-21,3.660000,3.740000,3.630000,3.710000,3.710000,5967026
2019-05-22,3.730000,3.730000,3.580000,3.630000,3.630000,5504000
2019-05-23,3.620000,3.630000,3.540000,3.550000,3.550000,4646352
2019-05-24,3.530000,3.600000,3.460000,3.470000,3.470000,5074930
2019-05-27,3.500000,3.630000,3.450000,3.610000,3.610000,6281504
2019-05-28,3.620000,3.720000,3.590000,3.680000,3.680000,7599894
2019-05-29,3.670000,3.710000,3.640000,3.670000,3.670000,4715543
2019-05-30,3.650000,3.670000,3.570000,3.620000,3.620000,4836630
2019-05-31,3.620000,3.660000,3.560000,3.580000,3.580000,4492504
2019-06-03,3.580000,3.600000,3.460000,3.470000,3.470000,5406542
2019-06-04,3.480000,3.500000,3.380000,3.410000,3.410000,5902169
2019-06-05,3.420000,3.450000,3.380000,3.410000,3.410000,3526400
2019-06-06,3.430000,3.430000,3.270000,3.300000,3.300000,5375481
2019-06-10,3.320000,3.370000,3.270000,3.360000,3.360000,3377200
2019-06-11,3.340000,3.480000,3.340000,3.480000,3.480000,4380580
2019-06-12,3.480000,3.540000,3.460000,3.480000,3.480000,5038600
2019-06-13,3.500000,3.640000,3.470000,3.580000,3.580000,7513426
2019-06-14,3.550000,3.620000,3.430000,3.450000,3.450000,5362165
2019-06-17,3.470000,3.470000,3.340000,3.450000,3.450000,4365500
2019-06-18,3.480000,3.530000,3.420000,3.490000,3.490000,3708860
2019-06-19,3.540000,3.590000,3.510000,3.520000,3.520000,6518999
2019-06-20,3.520000,3.590000,3.480000,3.540000,3.540000,6206400
2019-06-21,3.640000,3.690000,3.580000,3.660000,3.660000,8706428
2019-06-24,3.670000,3.680000,3.580000,3.620000,3.620000,5443616
2019-06-25,3.600000,3.610000,3.510000,3.530000,3.530000,7201972
2019-06-26,3.500000,3.570000,3.480000,3.530000,3.530000,5077238
2019-06-27,3.560000,3.630000,3.540000,3.610000,3.610000,5797103
2019-06-28,3.600000,3.610000,3.420000,3.440000,3.440000,7174900
2019-07-01,3.500000,3.630000,3.460000,3.590000,3.590000,9280700
2019-07-02,3.630000,3.630000,3.560000,3.590000,3.590000,5276402
2019-07-03,3.560000,3.570000,3.520000,3.530000,3.530000,5391189
2019-07-04,3.560000,3.570000,3.450000,3.490000,3.490000,4490404
2019-07-05,3.490000,3.550000,3.460000,3.540000,3.540000,5033172
2019-07-08,3.480000,3.490000,3.360000,3.390000,3.390000,7107683
2019-07-09,3.370000,3.400000,3.330000,3.370000,3.370000,4183333
2019-07-10,3.390000,3.390000,3.290000,3.310000,3.310000,3842164
2019-07-11,3.310000,3.350000,3.300000,3.320000,3.320000,3516244
2019-07-12,3.340000,3.340000,3.280000,3.310000,3.310000,2839412
2019-07-15,3.310000,3.380000,3.270000,3.350000,3.350000,4650780
2019-07-16,3.390000,3.420000,3.350000,3.370000,3.370000,3034500
2019-07-17,3.370000,3.390000,3.340000,3.360000,3.360000,3230700
2019-07-18,3.390000,3.690000,3.380000,3.440000,3.440000,11635700
2019-07-19,3.400000,3.490000,3.360000,3.380000,3.380000,8501000
2019-07-22,3.380000,3.400000,3.210000,3.210000,3.210000,7477452
2019-07-23,3.190000,3.240000,3.160000,3.220000,3.220000,4185301
2019-07-24,3.220000,3.260000,3.190000,3.230000,3.230000,3233106
2019-07-25,3.240000,3.240000,3.190000,3.210000,3.210000,2858500
2019-07-26,3.200000,3.200000,3.150000,3.170000,3.170000,4399510
2019-07-29,3.180000,3.180000,3.040000,3.100000,3.100000,6927583
2019-07-30,3.110000,3.140000,3.080000,3.110000,3.110000,5563180
2019-07-31,3.110000,3.110000,3.060000,3.070000,3.070000,4437300
2019-08-01,3.070000,3.100000,3.030000,3.080000,3.080000,6394121
2019-08-02,3.030000,3.060000,3.010000,3.030000,3.030000,5517200
2019-08-05,3.030000,3.060000,3.000000,3.010000,3.010000,3893302
2019-08-06,2.980000,2.980000,2.760000,2.840000,2.840000,9881353
2019-08-07,2.860000,2.880000,2.810000,2.820000,2.820000,4277532
2019-08-08,2.830000,2.880000,2.820000,2.830000,2.830000,4344114
2019-08-09,2.860000,2.890000,2.810000,2.830000,2.830000,4173510
2019-08-12,2.860000,2.880000,2.830000,2.880000,2.880000,2990205
2019-08-13,2.850000,2.870000,2.790000,2.840000,2.840000,4090000
2019-08-14,2.960000,3.020000,2.820000,2.850000,2.850000,5505302
2019-08-15,2.760000,2.860000,2.710000,2.840000,2.840000,5336700
2019-08-16,2.830000,2.900000,2.830000,2.850000,2.850000,4105016
2019-08-19,2.890000,2.950000,2.860000,2.950000,2.950000,6692702
2019-08-20,2.950000,3.060000,2.920000,2.970000,2.970000,11377500
2019-08-21,2.980000,3.000000,2.940000,2.990000,2.990000,7050900
2019-08-22,3.050000,3.290000,3.010000,3.290000,3.290000,13530226
2019-08-23,3.390000,3.400000,3.120000,3.120000,3.120000,31252097
2019-08-26,3.000000,3.030000,2.960000,3.030000,3.030000,15920978
2019-08-27,3.030000,3.300000,3.010000,3.120000,3.120000,20021857
2019-08-28,3.160000,3.180000,3.070000,3.080000,3.080000,12709500
2019-08-29,3.090000,3.390000,3.070000,3.220000,3.220000,28875691
2019-08-30,3.220000,3.260000,3.060000,3.060000,3.060000,21078639
2019-09-02,3.060000,3.340000,3.060000,3.170000,3.170000,17616738
2019-09-03,3.210000,3.260000,3.130000,3.190000,3.190000,12364414
2019-09-04,3.190000,3.190000,3.130000,3.160000,3.160000,8109498
2019-09-05,3.180000,3.230000,3.160000,3.190000,3.190000,13875200
2019-09-06,3.230000,3.250000,3.170000,3.180000,3.180000,9409561
2019-09-09,3.230000,3.250000,3.180000,3.240000,3.240000,12136931
2019-09-10,3.280000,3.320000,3.230000,3.270000,3.270000,12713753
2019-09-11,3.310000,3.310000,3.210000,3.220000,3.220000,10073057
2019-09-12,3.240000,3.250000,3.200000,3.240000,3.240000,7420395
